"","Rho","N","P","p.adj","PermPval","Carnivora","Cetacean","Combination","ratio"
"PEX2",-0.173717080458213,97,0.0380847019994826,0.21238059996413,0.0488726447081356,"0.4504","0.484","0.7005","1.447"
"SLC17A2",0.0820622192069185,92,0.340290847796404,0.644621241951323,0.0489777819581707,"0.2198","0.2654","0.2681","1.01"
"ZBTB45",-0.354198758565842,79,0.000140535004435601,0.00709110295108387,0.0490046011883925,"3.702","2.326","97.77","26.41"
"CLEC1A",0.220877953819197,97,0.0083648347418069,0.0914342191241506,0.0490411993991946,"0.6675","0.7289","5.95","8.164"
"SDAD1",0.160413431242079,86,0.0717213741701243,0.297156901662561,0.0490926945903249,"0.5227","0.2646","0.8674","1.66"
"VPS25",-0.246158155532198,35,0.0830364393775582,0.320304782628594,0.049121110538078,"0.927","0.3367","1.603","1.729"
"TOP3B",-0.251137863142802,98,0.00257852082980101,0.0453009532888604,0.0491844728035012,"1.639","0.6448","42.07","25.67"
"EVPL",0.326705741283789,119,1.50204187072846e-05,0.00160551913864848,0.0491984600022065,"0.5748","3612","3167","0.8768"
"DIAPH2",-0.151826204244667,92,0.0776862245017085,0.309382343976243,0.0492386116042366,"0.383","0.3465","0.8134","2.124"
"PDE9A",0.157095626318905,110,0.0455361611491409,0.232664476979552,0.0492531622486365,"0.7435","0.4454","4.238","5.7"
"GTF2H2C",-0.270214494459259,70,0.00634116343477631,0.0775111543503734,0.049254022269689,"5.273","0.2474","9.47","1.796"
"SRSF4",0.147850503481282,76,0.119239159190259,0.388460443396787,0.0492684147449658,"0.2488","0.6203","0.6585","1.062"
"IL1RAP",-0.15268337388637,91,0.0776726106393004,0.309382343976243,0.0493483947402377,"0.5146","0.2929","0.5287","1.027"
"CD101",0.135285213725433,133,0.0578919400472437,0.266534136266665,0.049362639332612,"0.8605","0.2045","1.252","1.455"
"ADAM2",-0.350848027465805,123,2.2785278128045e-06,0.000467753668529975,0.0494114790761085,"12.39","1.111","946","76.33"
"BCAP31",0.164702172962263,90,0.0584217067606177,0.268014495328104,0.049426930782863,"3.593","0.2491","1.235","0.3437"
"CNGA3",0.123501845534281,112,0.112617420638304,0.376967760930449,0.0494608437403929,"0.2488","44.09","1.013","0.02297"
"TMEM19",-0.310772277335364,86,0.000485035291819779,0.0157673294646664,0.049460940170055,"1.576","1.209","16.96","10.76"
"SCO1",0.19030556930824,107,0.0169160864524742,0.135781720180385,0.0495401874746041,"0.2502","1.432","1.69","1.181"
"RNASE11",0.217134335001344,84,0.0160190274118662,0.131829294230767,0.0495504009937083,"6.909","NA","4.511","NA"
"LRRC1",-0.22077062651002,72,0.0236561380121305,0.163746366859024,0.0496378570364354,"1.221","0.563","4.573","3.744"
"GPR75",0.194322179614303,99,0.0190668461646422,0.145634942213725,0.0496686069146259,"32.84","0.2465","4.676","0.1424"
"LRRC31",0.189085583145193,105,0.0187476138776259,0.144077816189796,0.0496702240532609,"0.6273","6.482","5.41","0.8346"
"ZNF503",0.102261526719253,69,0.305180534613524,0.614874360274034,0.0498203015902227,"0.2912","0.2614","0.3402","1.168"
"WDR49",0.283138368297407,112,0.000275542219664555,0.011070444246362,0.0498599283872284,"1.346","15899","323.3","0.02034"
"CDK13",-0.0946497048560602,95,0.263552477282973,0.576836194619925,0.0499343343320579,"0.2242","0.3186","0.3396","1.066"
"TOR4A",0.214084208933657,92,0.0128560970939741,0.116271255914482,0.0500454601087546,"1.484","0.294","3.612","2.434"
"ZNF593",0.338074448835414,59,0.0017662382726696,0.0361102957083583,0.0500629512806025,"23.52","0.2681","16.48","0.7005"
"LBX2",0.198186936375665,89,0.0235551017753673,0.163197760150557,0.0500796437298285,"2.427","0.2263","5.96","2.455"
"PIP",0.392337047008943,82,1.71970132914759e-05,0.00170973409209909,0.0500944678897463,"1959","NA","850","NA"
"CLTCL1",-0.439927433699326,53,0.000118508833881851,0.00625342741039935,0.0501101440123993,"585.5","NA","1327","NA"
"TMIGD3",0.365130190188764,88,3.35944183457102e-05,0.00264971554383586,0.0501153610058633,"889.2","0.2401","1385","1.557"
"ABT1",0.180724246279715,89,0.038942312725615,0.215585333766556,0.0501510199015267,"3.953","0.3265","1.438","0.3638"
"PDK1",-0.177451157510442,73,0.0670074843890221,0.287481866892037,0.0501591864924506,"0.5208","0.2425","0.3993","0.7666"
"LTA4H",-0.0837769739466528,82,0.358687468295712,0.661818566840622,0.0502228713415906,"0.2402","0.3071","0.2683","0.8737"
"GPC3",0.241107820523915,82,0.00825150582857659,0.0906576732749624,0.0502764348007125,"43.04","0.2566","13.16","0.3057"
"SLC52A2",0.0853088782455334,108,0.282017999315518,0.595358302275332,0.050282102102661,"0.2306","0.2602","0.3829","1.472"
"ZNF32",-0.289835960510224,43,0.022953404932664,0.160813336288407,0.0503000795910026,"1.425","0.3716","3.019","2.119"
"OBSL1",0.0888371048329844,122,0.233278663240299,0.545810155709464,0.0503153653636802,"0.2326","0.1931","0.2772","1.192"
"PLA2G15",-0.0994005080591253,91,0.250706272677834,0.564720306981815,0.0504201680672269,"0.251","0.4672","0.7215","1.544"
"SMAP1",-0.238701508868433,94,0.00504058455624009,0.0678080791380736,0.050499442556207,"14.82","0.2416","3.59","0.2422"
"ZNF391",0.258314946483549,90,0.002995655623655,0.0491169531467109,0.0504994951692209,"1.905","0.2214","1.265","0.6643"
"NPFFR1",0.213075781140803,83,0.0188230779281629,0.144433852795416,0.050582452538856,"0.3454","0.6216","1.664","2.676"
"SPCS2",-0.148714141224385,45,0.23210458480498,0.544698873472068,0.0506158667121715,"0.3701","0.3354","0.6564","1.774"
"CXCR4",-0.192178783432348,61,0.0705434461884441,0.294790430369589,0.0506959565674664,"1.014","0.4608","1.493","1.473"
"BRMS1",-0.129190488359223,83,0.15437765479262,0.445560694756124,0.050729604581734,"0.2525","0.4755","0.4886","1.027"
"OR4E2",0.151700023699829,96,0.0716185134151305,0.296894894063388,0.0507698625553252,"0.599","0.2364","0.8455","1.412"
"PPP1R1A",-0.0887229838980175,75,0.353104419714604,0.65652888757358,0.0508214128914346,"0.2514","0.239","0.2805","1.116"
"CLMN",0.258630300055936,121,0.000548989086541961,0.0170334377865794,0.0508245345670261,"0.6213","4.636","273.9","59.09"
"PLEK",0.157580692231932,78,0.0924173804596961,0.339309094323817,0.0508570343508445,"0.2633","39.36","1.113","0.02828"
"KIRREL1",0.212630292359087,75,0.0260535804181734,0.174770456352004,0.050871780488945,"7.551","0.2939","1.546","0.2048"
"OR52E8",0.177176159207133,75,0.0636897751366287,0.28030982972027,0.0508720994658806,"0.3182","NA","0.3143","NA"
"THBS3",0.279345671703347,86,0.00171224575069105,0.0357377643730585,0.050883919610921,"1.81","0.4683","7.914","4.372"
"PLA2G4D",0.100995577887302,123,0.173601351385571,0.469026367031475,0.0509552547345959,"0.1928","1.01","0.3988","0.395"
"UMPS",-0.117111268509318,109,0.137864043395879,0.420780153631495,0.0509907509136103,"0.264","0.4644","0.7871","1.695"
"TERF1",0.13503283384958,107,0.0901137378096947,0.335588176540739,0.0510196583666851,"0.6609","0.2355","1.276","1.931"
"PRIM2",-0.130374168024252,84,0.148141610900775,0.43581668255968,0.0510243744432748,"0.2418","1.37","0.6559","0.4789"
"NMUR2",0.123947504582567,103,0.127070327902795,0.402457776704764,0.0510304878633561,"0.2488","2.236","0.4711","0.2106"
"IL6",-0.104463499034815,91,0.22737759653238,0.539091227935475,0.0510341834243423,"0.2216","3.404","0.6182","0.1816"
"LY6G6F",-0.117463107232609,105,0.14424143688872,0.430325954582651,0.0510444067491047,"0.2343","5.179","0.604","0.1166"
"FBXL16",-0.260904712538861,46,0.0339534055389083,0.199856797088361,0.0510533016695712,"1.391","0.3561","3.561","2.56"
"HTR3B",0.295377380115555,98,0.000392759839531474,0.0136652377894367,0.0510772380630377,"14.58","0.4997","140","9.6"
"NACC1",-0.255485536906251,63,0.0145057516986853,0.124432281028333,0.0510929707967914,"2.588","0.3347","4.429","1.711"
"TMEM74",0.119673997272151,102,0.142690944077658,0.427764959925901,0.0510964227134265,"0.2865","0.213","0.3924","1.369"
"ZDHHC8",-0.24972186577815,81,0.00655123715451826,0.0789837811726554,0.051141897015632,"19.85","0.2317","4.644","0.2339"
"CBWD6",0.226987439060049,93,0.00799508683189414,0.0887513861205671,0.0511690997136899,"0.414","1.877","6.867","3.658"
"KDM3B",-0.123900288855443,88,0.159302702354162,0.453861273285071,0.0512050592683821,"0.2305","0.2888","0.2265","0.7842"
"PDF",0.11202793233899,88,0.20317459379801,0.507897420960292,0.0512231147441475,"0.2295","0.3432","0.3117","0.9084"
"H1-1",-0.23522766222227,82,0.00996106475130246,0.100303514129097,0.0512415414611767,"1.447","0.4551","4.155","2.872"
"EPSTI1",-0.139124614589496,104,0.0852440891387927,0.325386632662748,0.051247553816047,"0.2201","1.748","0.738","0.4222"
"ZEB2",0.166213472787285,78,0.0759028717151486,0.305692135319327,0.0512596265969579,"4.338","0.2914","1.134","0.2614"
"ADCK5",0.206854281275447,109,0.00877158718543613,0.0934928915796201,0.0512758414791494,"140.5","0.3253","6.886","0.04901"
"GSDMA",-0.111399811006904,96,0.185853824565058,0.486243962104043,0.0512931961571551,"0.7492","4620","0.2837","0.0000614"
"TRERF1",0.245417209339649,103,0.00251930095498818,0.0446795788301218,0.051382901469582,"10.8","0.2681","17.2","1.592"
"REP15",0.1854966493791,105,0.0211163345506029,0.154902195888517,0.0514232424754527,"0.2287","9.59","2.29","0.2388"
"NUP88",0.415966732371817,100,4.56285395976381e-07,0.000165339873072525,0.0514640752769612,"155201110","0.2496","149666","0.0009643"
"GGTLC3",-0.25134004469496,86,0.00477741554612453,0.0658036299395425,0.0515007632059655,"1.076","1.508","13.34","8.851"
"MYO10",0.226426960151043,116,0.00306503878938829,0.0497645409509999,0.0515322248179195,"1.583","0.1976","4.957","3.131"
"HTR2C",0.138866234553557,77,0.140710432556839,0.424936073329663,0.0516182192275063,"0.6137","0.318","0.3362","0.5479"
"AGAP3",0.141612854437743,82,0.120775991170157,0.391074238368181,0.0516606945464527,"0.2821","0.2563","0.4273","1.515"
"MRPL51",0.146429846512215,75,0.125386525753292,0.398862762670098,0.0516923235738158,"0.3165","0.2521","0.3946","1.247"
"SPOCK1",0.225953884060054,75,0.0180369672533811,0.140701882275987,0.051694077469219,"0.6786","0.367","1.866","2.749"
"CEP57",0.259561735606829,91,0.00270512219275598,0.0466773804148474,0.0517116371196648,"0.7188","2.267","20.75","9.157"
"SFTPB",0.240664290727347,115,0.00172735185844438,0.0358037274559439,0.0517860800345425,"0.1981","8275","42.23","0.005103"
"DUSP28",-0.169628216151996,85,0.0583619324746767,0.267936398205857,0.0518390799605648,"0.7253","0.2266","0.8518","1.174"
"CALCOCO1",0.196609233977366,104,0.0150095323819615,0.126620006957332,0.0518433824901997,"1.231","0.3336","3.289","2.671"
"ATP6AP1",-0.172747090779917,97,0.0391733206562794,0.216304857536847,0.0518614566798331,"0.3256","0.3959","1.145","2.891"
"ZNF184",0.258732921094716,96,0.00212188399011464,0.0398381698664778,0.0519244441227932,"1324","1.408","18.18","0.01373"
"ZFP28",-0.236575607946532,103,0.00358920304256839,0.0551850361636441,0.0519481737923011,"0.3074","0.4063","1.262","3.105"
"CAPRIN1",-0.237210036023934,64,0.0221294679004185,0.15806689087461,0.0519625104372219,"4.074","0.2654","4.121","1.012"
"TAS2R7",-0.165236252329327,74,0.0858872203132579,0.326541899044053,0.0519948149215037,"0.4127","NA","0.4127","NA"
"CCDC158",0.233074044876655,107,0.00344108838712725,0.0534670789115829,0.052006537134556,"0.3838","543043143","30.57","0.0000000563"
"SDC1",0.0721169681923075,109,0.360865381890649,0.663960525063558,0.0520101790322726,"0.2037","0.2845","0.2828","0.9939"
"TNS4",0.100282543389792,122,0.178456510342035,0.47586285836045,0.0520414956845941,"0.2213","4.849","0.4128","0.08514"
"RSPH3",0.143958705483395,116,0.0597484284414606,0.271412533684064,0.0520504360677188,"0.2758","0.9631","1.43","1.485"
"IZUMO3",0.188847508025983,100,0.0220279454533043,0.158007683721206,0.0521594365015556,"0.2333","4.953","3.594","0.7257"
"DDX47",0.115560021284026,72,0.236266806208049,0.550304742235857,0.0521859359909955,"0.264","0.4214","0.4543","1.078"
"RORB",0.17788976498628,57,0.106035850737675,0.364983629708488,0.0523003171896883,"1.02","0.2751","0.7176","0.7035"
"BTBD8",-0.116284437983109,128,0.109877259076858,0.371794218350611,0.052312215217925,"0.1926","1.26","0.4247","0.337"
"VEGFA",-0.193537378468818,73,0.0457531700974088,0.233458828765995,0.0523222221213854,"1.666","0.3016","2.705","1.624"
"ANKS4B",0.17375343602978,107,0.0291996482028254,0.18401426743799,0.0523316329159582,"0.3295","0.2055","0.3601","1.093"
"TCTE3",0.228420465640317,85,0.0108012871154466,0.104836845020779,0.0523330200749556,"0.7684","0.4602","2.297","2.99"
"SLC26A8",-0.0907745895407524,121,0.225180528627814,0.53572875091545,0.0524138846989403,"0.2227","0.6528","0.2855","0.4373"
"MOK",0.190007424169964,114,0.013779186900783,0.121111375305064,0.0524588790527521,"2.543","0.2136","1.521","0.5981"
"EEF1AKMT4",0.179705708442628,86,0.043646740930349,0.227351428426211,0.0524695689040028,"1.193","0.2516","2.288","1.919"
"TMEM62",-0.141281554259528,106,0.0776033341863817,0.309364493391083,0.0524775653531018,"0.2146","5.035","1.177","0.2339"
"DDX10",0.116456163200946,114,0.131155330736997,0.4092746682834,0.0524865975886254,"0.2236","0.268","0.3744","1.397"
"GOLGA4",0.242246587053512,122,0.0011528364787599,0.027466466567084,0.0524939098660171,"435.4","0.1987","163.7","0.3759"
"CENPC",-0.108038629499876,121,0.148869099490355,0.437061357668817,0.0524980260501112,"0.3753","16.42","0.3088","0.01881"
"TANC1",0.171756669898327,124,0.0201451443909668,0.150271345865121,0.0525482627211622,"18","0.1933","6.75","0.375"
"GPRASP1",-0.225627589003302,62,0.0322694058227484,0.19433548053405,0.0525524632905587,"0.2801","2.032","1.177","0.5791"
"TMEM14B",-0.166703491441274,67,0.0996737264977352,0.353624636670232,0.0525847260183466,"0.2552","0.599","0.3749","0.6259"
"ARMH1",0.153733786015578,102,0.0596963767907321,0.271258308849579,0.052602888284479,"0.219","27.21","3.5","0.1286"
"PUM3",0.275992893708809,107,0.000532228763606169,0.0166513157649312,0.0526671996580412,"8421","0.2668","111","0.01318"
"PRMT2",-0.165043112624984,81,0.072351691638272,0.298694890052657,0.0526999929920222,"0.3337","0.3795","0.8587","2.263"
"CCDC102A",0.143331166626216,70,0.147652397738764,0.435659389813608,0.0527398562148503,"0.2507","3.783","0.8124","0.2148"
"RNF141",0.177638980581693,41,0.173986251015739,0.469455880036345,0.0527809769773962,"0.8806","0.377","0.6552","0.744"
"C1S",-0.163025281985473,113,0.0353993015568898,0.203957682864879,0.0528451884687001,"0.7605","0.334","1.781","2.342"
"CCR7",0.17956614690991,64,0.0832552515755351,0.320818513785284,0.0528587797862638,"0.2871","5.079","1.283","0.2526"
"DNAH14",0.494208074267893,113,1.79988141665009e-10,8.99100763663939e-07,0.0528767174432497,"13002397821","NA","1090722530","NA"
"LTBR",-0.155437516219765,103,0.0556981401454821,0.260759865110964,0.0528882389566129,"0.366","0.3224","0.7672","2.096"
"ANKRD22",0.241711236284997,83,0.00770563606056903,0.0864993722874064,0.0528994253810986,"38.25","0.2376","9.01","0.2356"
"MEGF6",0.161139461733758,116,0.0350889963248712,0.203342497650626,0.0529178285737548,"0.951","0.2955","2.612","2.747"
"ABHD8",-0.294887287793134,65,0.00413962361556054,0.0601597881631621,0.0529538819396644,"53.87","0.3254","28.45","0.5281"
"ITCH",-0.151566494698285,72,0.1203280060339,0.390395215073397,0.0529815400965737,"0.4097","0.4661","0.952","2.042"
"TUBB1",0.228828465349656,83,0.0116464630862868,0.110212569574681,0.0529882034076953,"4.758","0.3016","1.731","0.3638"
"CD58",-0.117714699292996,69,0.237865897037517,0.551510060856185,0.0529909169002534,"0.3761","NA","0.4281","NA"
"EBNA1BP2",0.144326829093523,91,0.0953579010920154,0.345427485077337,0.0530344877901341,"0.3804","0.2754","0.5367","1.411"
"TAF15",-0.176696410890605,75,0.0644110132528098,0.282158270858406,0.0530624549569707,"1.19","0.2411","0.992","0.8333"
"DPF1",-0.315138782528633,35,0.0264824108037808,0.175993529182022,0.0531659751037344,"0.3982","2.489","0.9116","0.3662"
"CBLC",0.292731720122945,101,0.000360267487052737,0.0131682160023715,0.0532095027964493,"0.4729","9.619","47.42","4.93"
"ZNF292",-0.301110867069766,127,3.73339962914509e-05,0.00284003689555169,0.0532273625642803,"171","0.2794","875.6","5.121"
"BET1",-0.303315898343681,40,0.0219371598599683,0.158007683721206,0.0532793542119345,"4.292","0.6694","5.644","1.315"
"DGAT1",0.23771790389089,82,0.00920188082132212,0.0958928405937221,0.0533303878419177,"0.2304","126.8","4.767","0.03761"
"ICAM5",0.105383762761887,116,0.168149315852757,0.462209325586651,0.0533311650109293,"1.416","0.553","0.3697","0.2611"
"ADGRL4",-0.17741175242932,110,0.0239287497086821,0.164947673934825,0.0533516725923235,"0.2696","0.635","1.139","1.794"
"RSKR",0.0977138150612216,96,0.245880081077423,0.560124388335811,0.0533867303799897,"0.2192","0.2147","0.2413","1.101"
"SLC38A4",-0.19389443426771,89,0.026741750837576,0.176620483936498,0.0533958553925276,"2.396","0.2652","2.777","1.159"
"FCRL6",0.352330749373787,77,0.000185732997431102,0.00843452939243181,0.053442861975804,"216.1","NA","344.3","NA"
"LDHD",-0.167792413099571,116,0.0282113339177836,0.180958973871989,0.0535122477617924,"0.1987","32.81","2.283","0.06959"
"IL18",0.206137951395717,89,0.0185152037386168,0.143320683484975,0.0535222978433195,"0.8808","0.2395","2.437","2.766"
"EFL1",0.232452096310954,118,0.00216598295851465,0.0401725502676987,0.0535343504558996,"143.8","0.3827","13.47","0.09367"
"FERD3L",-0.187983319892611,57,0.0876403393410361,0.330243431069843,0.0535511707053988,"0.2967","0.7778","0.7371","0.9477"
"ZW10",0.0996496325849301,111,0.202558708143566,0.507688917100269,0.0535513128568597,"0.3495","0.2027","0.4384","1.254"
"PPP2R3A",0.150099138889675,110,0.0560547828493762,0.26145821353115,0.0535629383770371,"1.546","0.2198","1.665","1.077"
"ZC3H6",-0.300506158807822,115,9.12875805049989e-05,0.00518195333881785,0.0535788360921171,"6.531","0.6882","143.4","21.96"
"CCL22",0.152891305458201,75,0.109559249432252,0.371376365526289,0.0535931631090578,"0.2409","0.3051","0.3418","1.12"
"GPSM1",0.0838388517093332,88,0.340919147986972,0.64521953191222,0.0536897281398533,"0.2286","0.3219","0.326","1.012"
"SELENOM",0.103208713746539,64,0.319466051118181,0.627571945281097,0.0537159344498794,"0.388","0.5391","0.3025","0.5612"
"GPR132",0.219782673855163,109,0.0053588443910108,0.0704072281172809,0.0537415529545428,"0.556","1.863","12.56","6.743"
"ISYNA1",-0.159700756514347,90,0.0664981168635541,0.286593873789988,0.053804528298357,"0.3634","0.3142","0.5371","1.478"
"SERPINI1",-0.213013231990184,86,0.0167844950734946,0.135087241230607,0.0538221307805229,"7.642","0.2291","4.445","0.5817"
"AEBP1",0.330256766094985,103,4.7957659492893e-05,0.003434881230441,0.0538823781987557,"374.9","0.2081","178.1","0.4751"
"SLC35G1",-0.218607089621567,85,0.014705560954691,0.125103748836722,0.053905636452475,"0.2764","1.28","0.904","0.7061"
"NDUFS7",0.173415972203268,96,0.0394534085174168,0.216951756659307,0.0539462401670208,"0.4083","0.4525","1.359","3.002"
