"","Rho","N","P","p.adj","PermPval","Bat","Cetacean","Combination","ratio"
"ESYT2",-0.0945839417768878,183,0.119107492354241,0.297852491428748,0.047896002230017,"0.3607","0.1605","0.2956","0.8194"
"DHRS7C",0.089683407416937,160,0.167367289566741,0.368645749159943,0.0479119405416923,"0.2066","88.21","0.4351","0.004933"
"CASP12",-0.126539440469139,123,0.0882172819108264,0.245291563012519,0.0479272453556599,"0.313","0.2879","0.504","1.61"
"BLVRA",0.141463390475125,141,0.0410753872745107,0.14694876874357,0.0479364900624965,"0.2901","1.012","1.589","1.571"
"OR4F6",-0.191220689870184,102,0.0191708007504367,0.0866906191164397,0.0479768687523455,"1.101","NA","1.101","NA"
"APBB1IP",-0.0971895286209759,168,0.125108504834309,0.307619283091366,0.0479768894675564,"0.7055","0.1703","0.5463","0.7744"
"REXO1",-0.264431956953773,173,2.28365268160923e-05,0.000631140072730759,0.0479777977979188,"32.06","1.226","1841","57.44"
"FNBP1",0.0774877091561534,151,0.246665793702573,0.464781909246355,0.0479896077419836,"0.198","0.3079","0.3033","0.9852"
"MYDGF",-0.157353965704657,118,0.0379132181749791,0.138639697723038,0.0480111798946688,"3.831","0.2325","1.093","0.2854"
"DNAJC8",0.138013111868471,28,0.388118805075828,0.605860610557351,0.0480385140439431,"0.5054","NA","0.5054","NA"
"PTPN18",0.0911878002677475,134,0.199422685245336,0.410227768260171,0.0480434372373094,"0.5347","0.2578","0.693","1.296"
"ABCB11",-0.167761837398884,221,0.00236049624056851,0.0192031829392869,0.0481624957563412,"31.23","0.1494","13.83","0.443"
"C2orf69",-0.0925855060225755,164,0.148930574299038,0.342608834090455,0.0481661596140254,"0.2727","0.3067","0.536","1.748"
"SLC19A1",-0.199706473261837,148,0.00312140667381453,0.0235535881270511,0.048168424146673,"0.6026","0.6281","3.662","5.83"
"LRPPRC",-0.182568846522476,218,0.00101509694593447,0.0102364472070624,0.0481889100785764,"3.253","0.7163","43.81","13.47"
"LZTS3",-0.103762478133276,124,0.160388890796677,0.358930885749743,0.048229323723017,"0.4122","0.2829","0.6558","1.591"
"RHPN2",-0.160897693661267,203,0.00520836135373914,0.0342342554436468,0.0483029561409158,"15.99","0.1609","3.908","0.2444"
"POLQ",-0.159331718694316,199,0.00616264046151451,0.0383565043427286,0.0483191759133343,"0.24","310.7","20.01","0.06439"
"IDH3B",0.168653141430971,122,0.0236435421212564,0.10035648833537,0.0484110169491525,"7.099","0.1951","3.246","0.4572"
"EID1",0.268440720060822,119,0.000375886179485322,0.00482533114490875,0.0484408216608888,"17167","0.3042","691.5","0.04028"
"LINGO4",-0.198914504570138,190,0.000836470838258527,0.00882347155821553,0.0484423661415724,"12.81","0.1834","13.64","1.065"
"ERCC6L2",-0.0508292482348764,227,0.350401333023429,0.570670297121089,0.04847186130396,"0.2085","0.3214","0.145","0.4511"
"EHD4",0.1498170379698,113,0.0531973925884758,0.174332311325167,0.0484738041002278,"0.1997","0.89","0.3303","0.3711"
"WDR20",-0.246196687565413,149,0.000256181266865797,0.00365582637811214,0.048573655990963,"64.07","0.2917","211.1","3.295"
"CASP2",0.141969856541793,176,0.0218095936370811,0.0949910499130572,0.0485775244483097,"0.6763","0.2441","1.428","2.111"
"BDH2",-0.143812422063538,116,0.0600083253605101,0.189548602925164,0.0486105447890944,"0.3946","0.3395","0.7934","2.011"
"PRKCSH",-0.0994942444180914,180,0.103992248877069,0.272354168008323,0.0486436432637571,"1.175","1.153","0.2066","0.1759"
"SDC4",-0.133493891369923,162,0.0386251899953016,0.14060895667964,0.0486631016042781,"0.3864","0.4699","1.19","2.532"
"BTG3",-0.188394767997648,92,0.0285815144470523,0.114283206941962,0.0487106017191977,"0.6856","0.2187","0.6074","0.8859"
"CFAP77",0.133827038664094,160,0.0393677621932029,0.142461087882323,0.0487250217559069,"0.7287","0.1887","0.9157","1.257"
"TMEM116",-0.19823981572815,178,0.00127691565284225,0.0121771181625635,0.0487539435241988,"4.431","0.4556","25.53","5.761"
"SPIC",0.201254147764943,144,0.00331030016580752,0.0246035407585935,0.0488193960337181,"23.98","0.1814","9.426","0.393"
"HDC",0.117179225782063,194,0.046739791270517,0.15995084258144,0.0488310786279184,"1.641","0.183","0.5434","0.3312"
"CYP4X1",0.306747487167388,177,6.69401765943589e-07,3.98206953852391e-05,0.0488341961032404,"38.22","NA","38.22","NA"
"TANGO2",-0.188721163526189,138,0.0070257777042276,0.0420600429566218,0.0488459785356151,"0.2982","13.46","5.302","0.3937"
"BMP1",-0.115025877902383,164,0.0729500515727994,0.2159120157777,0.0488577238019768,"1.518","0.1801","0.6951","0.4578"
"PKP1",0.306093658416871,182,4.91030816124084e-07,3.0813627920069e-05,0.0488774078326317,"0.195","533061538","20506","0.00003847"
"RRAS",0.185659028944915,80,0.0445872905728555,0.155105613858007,0.048887453839836,"0.2448","10.1","0.6276","0.06215"
"MED24",0.0889796423949303,159,0.172084403528443,0.375189372901884,0.0489151141871722,"0.1791","0.1974","0.2063","1.045"
"SPIRE1",-0.0995271835242827,172,0.111975595588521,0.285778864530704,0.0489347582450565,"0.2945","0.2794","0.59","2.003"
"DNAJC13",0.12101049698667,169,0.0554512214738763,0.179113937429344,0.0489705665569259,"0.1932","4.749","1.14","0.2402"
"VPS33B",-0.0690457943467531,141,0.318745451324844,0.540028026691388,0.0490036824173177,"0.2613","0.1898","0.2863","1.096"
"TIMM44",-0.160228496753747,156,0.0148768555198285,0.0724906948929035,0.0490975375601564,"5.784","0.1727","3.299","0.5704"
"HERC5",0.196618330716937,210,0.000514577009087179,0.00607246408511286,0.0491322224333053,"0.198","271.1","28.11","0.1037"
"UCN",-0.0818864692290394,131,0.254643637840627,0.473829134539987,0.0491680458783706,"0.1869","0.7022","0.227","0.3232"
"ASAH1",-0.103525828796736,178,0.0925399487290855,0.253218922633862,0.0491847485262762,"0.2318","0.6532","0.6418","0.9824"
